,FIPST,NCESSCH,LCITY,LZIP,G1OFFERED,G8OFFERED,G12OFFERED,NOGRADES,type_school,SCH_NAME_n_students,G01_n_students,G08_n_students,G12_n_students,TOTAL_n_students,AM_n_students,AMALM_n_students,AMALF_n_students,AS_n_students,ASALM_n_students,ASALF_n_students,HI_n_students,HIALM_n_students,HIALF_n_students,BL_n_students,BLALM_n_students,BLALF_n_students,WH_n_students,WHALM_n_students,WHALF_n_students,HP_n_students,HPALM_n_students,HPALF_n_students,TR_n_students,TRALM_n_students,TRALF_n_students,FTE,STNAM_x,LEANM_x,ALL_RLA00NUMVALID,ALL_RLA00PCTPROF,F_RLA00NUMVALID,F_RLA00PCTPROF,M_RLA00NUMVALID,M_RLA00PCTPROF,MBL_RLAHSNUMVALID,MBL_RLAHSPCTPROF,MWH_RLAHSNUMVALID,MWH_RLAHSPCTPROF,STNAM_y,LEANM_y,ALL_MTH00NUMVALID,ALL_MTH00PCTPROF,MWH_MTH00PCTPROF,MBL_MTH00PCTPROF,F_MTH00NUMVALID,F_MTH00PCTPROF,M_MTH00NUMVALID,M_MTH00PCTPROF,MBL_MTHHSNUMVALID,MBL_MTHHSPCTPROF,MWH_MTHHSNUMVALID,MWH_MTHHSPCTPROF,TOT_n_susp,TOT_OSS_rate,BLA_OSS_rate,WHI_OSS_rate,AME_OSS_times_white,ASI_OSS_times_white,HI_PAC_OSS_times_white,BLA_OSS_times_white,HIS_OSS_times_white,TWO_OSS_times_white,TOT_n_enrollment
42,45,450231000542,Greenville,29607,1,0,0,0,elementary,Greenbrier Elementary,134,-2,-2,830,3,2,1,11,6,5,68,37,31,304,165,139,401,202,199,0,0,0,43,24,19,49.3,SOUTH CAROLINA,Greenville 01,387,41,190,45,197,35,0,0,0,0,SOUTH CAROLINA,Greenville 01,387,47,60,25,190,45,197,45,0,0,0,0,51,6.17,9.6,2.53,0.0,0.0,0.0,3.79,2.36,6.45,832
43,45,450231000541,Pelzer,29669,1,0,0,0,elementary,Ellen Woodside Elementary,113,-2,-2,664,1,1,0,9,4,5,52,24,28,131,75,56,436,238,198,0,0,0,35,15,20,38.5,SOUTH CAROLINA,Greenville 01,301,42,139,45,162,35,0,0,0,0,SOUTH CAROLINA,Greenville 01,301,50,45,40,139,50,162,45,0,0,0,0,15,2.28,6.15,1.63,0.0,0.0,0.0,3.77,0.0,0.0,663
44,45,450231000540,Greer,29650,1,0,0,0,elementary,Woodland Elementary,168,-2,-2,1055,1,1,0,49,33,16,239,129,110,131,68,63,598,290,308,0,0,0,37,21,16,60.0,SOUTH CAROLINA,Greenville 01,534,61,250,65,284,55,0,0,0,0,SOUTH CAROLINA,Greenville 01,538,70,81,35,252,70,286,70,0,0,0,0,34,3.24,9.16,2.01,0.0,0.0,0.0,4.56,1.8,2.03,1058
45,45,450231000539,Greenville,29611,1,0,0,0,elementary,Westcliffe Elementary,65,-2,-2,321,2,0,2,5,3,2,139,71,68,72,41,31,92,48,44,0,0,0,11,7,4,27.5,SOUTH CAROLINA,Greenville 01,135,50,71,50,64,45,0,0,0,0,SOUTH CAROLINA,Greenville 01,136,55,70,20,72,50,64,55,0,0,0,0,27,8.49,26.03,4.49,0.0,0.0,0.0,5.8,0.67,0.0,322
46,45,450231000536,Greenville,29611,1,0,0,0,elementary,Welcome Elementary,133,-2,-2,744,3,3,0,3,1,2,265,128,137,283,148,135,165,81,84,0,0,0,25,16,9,51.1,SOUTH CAROLINA,Greenville 01,373,24,184,20,189,20,0,0,0,0,SOUTH CAROLINA,Greenville 01,376,30,30,20,185,20,191,35,0,0,0,0,69,9.31,14.59,6.88,0.0,0.0,0.0,2.12,0.46,3.04,745
47,45,450231000962,Greenville,29611,1,1,1,0,unknown,Legacy Charter,120,99,41,1282,19,12,7,7,3,4,373,179,194,762,357,405,71,42,29,1,0,1,49,29,20,83.6,SOUTH CAROLINA,Greenville 01,705,25,372,28,333,22,49,50,2,0,SOUTH CAROLINA,Greenville 01,685,26,30,21,365,25,320,28,32,70,1,0,215,16.97,22.75,8.57,0.0,0.0,0.0,2.65,0.71,3.2,1280
48,45,450231000533,Taylors,29687,1,0,0,0,elementary,Tigerville Elementary,57,-2,-2,273,0,0,0,2,0,2,9,6,3,9,8,1,247,126,121,2,0,2,4,2,2,18.0,SOUTH CAROLINA,Greenville 01,128,55,66,55,62,50,0,0,0,0,SOUTH CAROLINA,Greenville 01,128,65,70,0,66,70,62,60,0,0,0,0,10,3.76,0.0,4.12,0.0,0.0,0.0,0.0,0.0,0.0,272
49,45,450231000532,Taylors,29687,1,0,0,0,elementary,Taylors Elementary,120,-2,-2,769,5,2,3,14,4,10,96,57,39,160,85,75,450,248,202,1,1,0,43,21,22,45.6,SOUTH CAROLINA,Greenville 01,364,48,161,50,203,45,0,0,0,0,SOUTH CAROLINA,Greenville 01,368,55,55,35,163,55,205,55,0,0,0,0,29,3.83,8.23,2.26,12.64,0.0,22.12,3.64,0.0,1.61,766
50,45,450231000531,Greenville,29609,1,0,0,0,elementary,Summit Drive Elementary,73,-2,-2,479,2,0,2,3,2,1,85,47,38,90,52,38,276,130,146,9,6,3,14,8,6,29.9,SOUTH CAROLINA,Greenville 01,249,55,129,65,120,40,0,0,0,0,SOUTH CAROLINA,Greenville 01,249,65,80,40,129,70,120,55,0,0,0,0,28,5.91,13.79,3.64,0.0,0.0,0.0,3.79,1.29,3.43,480
51,45,450231000530,Greenville,29609,1,0,0,0,elementary,Stone Academy,111,-2,-2,643,1,0,1,8,3,5,35,18,17,111,57,54,459,233,226,0,0,0,29,14,15,37.3,SOUTH CAROLINA,Greenville 01,332,64,160,70,172,55,0,0,0,0,SOUTH CAROLINA,Greenville 01,333,68,75,40,161,70,172,65,0,0,0,0,18,2.82,7.14,1.75,0.0,0.0,0.0,4.08,0.0,3.18,649
52,45,450231001179,Greenville,29605,1,0,0,0,elementary,Robert E. Cashion Elementary,99,-2,-2,667,1,0,1,4,2,2,79,45,34,325,167,158,216,119,97,1,0,1,41,19,22,39.5,SOUTH CAROLINA,Greenville 01,340,36,150,40,190,25,0,0,0,0,SOUTH CAROLINA,Greenville 01,342,44,50,35,152,45,190,40,0,0,0,0,53,7.96,13.31,1.83,0.0,0.0,0.0,7.27,0.0,7.62,672
53,45,450231000529,Marietta,29661,1,0,0,0,elementary,Slater Marietta Elementary,80,-2,-2,482,3,0,3,0,0,0,43,23,20,17,7,10,405,213,192,0,0,0,14,5,9,32.6,SOUTH CAROLINA,Greenville 01,213,34,103,35,110,25,0,0,0,0,SOUTH CAROLINA,Greenville 01,213,41,40,0,103,40,110,35,0,0,0,0,22,4.6,30.77,3.94,0.0,0.0,0.0,7.81,0.0,2.54,480
54,45,450231000528,Greer,29651,1,0,0,0,elementary,Skyland Elementary,116,-2,-2,725,0,0,0,0,0,0,47,22,25,38,19,19,618,335,283,1,0,1,21,13,8,38.0,SOUTH CAROLINA,Greenville 01,334,63,162,65,172,60,0,0,0,0,SOUTH CAROLINA,Greenville 01,334,72,75,50,162,65,172,70,0,0,0,0,6,0.84,5.26,0.66,0.0,0.0,0.0,7.97,0.0,0.0,728
55,45,450231000526,Simpsonville,29681,1,0,0,0,elementary,Simpsonville Elementary,147,-2,-2,779,0,0,0,9,4,5,138,79,59,183,98,85,409,239,170,1,0,1,39,21,18,44.0,SOUTH CAROLINA,Greenville 01,393,54,165,55,228,50,0,0,0,0,SOUTH CAROLINA,Greenville 01,394,55,65,30,165,45,229,60,0,0,0,0,27,3.43,5.49,3.12,0.0,0.0,0.0,1.76,0.49,1.39,799
56,45,450231000524,Greenville,29615,1,0,0,0,elementary,Pelham Road Elementary,125,-2,-2,706,1,0,1,21,13,8,48,28,20,96,56,40,507,280,227,0,0,0,33,16,17,41.9,SOUTH CAROLINA,Greenville 01,354,73,166,80,188,60,0,0,0,0,SOUTH CAROLINA,Greenville 01,354,74,80,40,166,75,188,70,0,0,0,0,10,1.44,4.0,1.2,0.0,0.0,0.0,3.33,0.0,0.0,706
57,45,450231000523,Taylors,29687,1,0,0,0,elementary,Paris Elementary,106,-2,-2,656,3,2,1,7,5,2,99,55,44,70,42,28,453,235,218,2,2,0,22,10,12,38.1,SOUTH CAROLINA,Greenville 01,337,66,160,65,177,60,0,0,0,0,SOUTH CAROLINA,Greenville 01,337,64,70,40,160,60,177,65,0,0,0,0,41,6.41,21.13,3.68,0.0,0.0,0.0,5.74,1.79,3.4,662
58,45,450231000521,Taylors,29687,1,0,0,0,elementary,Mountain View Elementary,126,-2,-2,852,2,1,1,0,0,0,42,26,16,25,14,11,761,376,385,0,0,0,22,12,10,46.4,SOUTH CAROLINA,Greenville 01,429,52,207,55,222,45,0,0,0,0,SOUTH CAROLINA,Greenville 01,430,61,63,50,208,60,222,60,0,0,0,0,24,2.86,8.0,2.41,0.0,0.0,0.0,3.32,0.0,5.19,850
59,45,450231001248,Greenville,29617,0,1,0,0,middle,Lakeview Middle,-2,159,-2,523,2,1,1,3,1,2,248,139,109,132,78,54,115,63,52,2,2,0,21,13,8,38.0,SOUTH CAROLINA,Greenville 01,528,10,233,10,295,6,0,0,0,0,SOUTH CAROLINA,Greenville 01,540,8,10,6,236,6,304,8,0,0,0,0,166,31.98,58.46,35.09,0.0,0.0,0.0,1.67,0.43,1.48,523
60,45,450231000519,Greenville,29617,1,0,0,0,elementary,Monaview Elementary,87,-2,-2,584,4,1,3,2,2,0,355,181,174,66,29,37,141,72,69,0,0,0,16,8,8,42.0,SOUTH CAROLINA,Greenville 01,256,30,124,35,132,20,0,0,0,0,SOUTH CAROLINA,Greenville 01,258,39,40,40,125,40,133,35,0,0,0,0,60,10.27,16.42,17.02,0.0,0.0,0.0,0.96,0.37,0.59,588
61,45,450231000518,Greenville,29615,1,0,0,0,elementary,Mitchell Road Elementary,93,-2,-2,593,2,0,2,19,11,8,104,57,47,156,67,89,274,133,141,3,2,1,35,20,15,37.3,SOUTH CAROLINA,Greenville 01,292,48,139,45,153,45,0,0,0,0,SOUTH CAROLINA,Greenville 01,293,61,75,35,140,55,153,60,0,0,0,0,6,1.04,2.61,0.74,0.0,0.0,0.0,3.53,0.0,0.0,592
62,45,450231000517,Simpsonville,29681,1,0,0,0,elementary,Mauldin Elementary,146,-2,-2,952,4,3,1,36,22,14,75,41,34,380,187,193,408,223,185,3,0,3,46,24,22,55.4,SOUTH CAROLINA,Greenville 01,470,41,232,45,238,35,0,0,0,0,SOUTH CAROLINA,Greenville 01,473,47,55,30,234,45,239,45,0,0,0,0,50,5.3,8.2,3.23,0.0,1.67,0.0,2.54,0.85,1.37,959
63,45,450231000515,Greenville,29615,1,0,0,0,elementary,Lake Forest Elementary,134,-2,-2,852,2,1,1,41,18,23,247,133,114,164,99,65,347,181,166,6,4,2,45,25,20,50.6,SOUTH CAROLINA,Greenville 01,410,45,196,50,214,35,0,0,0,0,SOUTH CAROLINA,Greenville 01,417,50,65,30,200,55,217,45,0,0,0,0,39,4.57,10.18,3.13,0.0,1.6,0.0,3.25,0.95,1.23,860
64,45,450231000514,Greenville,29611,1,0,0,0,elementary,Hollis Academy,134,-2,-2,685,1,1,0,0,0,0,267,139,128,303,149,154,88,41,47,0,0,0,26,15,11,48.5,SOUTH CAROLINA,Greenville 01,308,30,161,30,147,25,0,0,0,0,SOUTH CAROLINA,Greenville 01,315,41,40,30,164,35,151,40,0,0,0,0,55,8.04,12.33,6.59,0.0,0.0,0.0,1.87,0.59,0.89,690
65,45,450231000513,Fountain Inn,29644,1,0,0,0,elementary,Fountain Inn Elementary,124,-2,-2,758,1,0,1,3,1,2,54,30,24,250,116,134,407,217,190,6,4,2,37,21,16,42.8,SOUTH CAROLINA,Greenville 01,385,43,202,50,183,35,0,0,0,0,SOUTH CAROLINA,Greenville 01,385,44,45,30,202,40,183,40,0,0,0,0,30,3.97,7.6,2.74,0.0,0.0,0.0,2.77,0.0,0.0,762
66,45,450231001253,Greenville,29609,0,1,0,0,middle,Sevier Middle,-2,232,-2,700,0,0,0,22,14,8,121,67,54,136,78,58,398,227,171,1,0,1,22,15,7,42.5,SOUTH CAROLINA,Greenville 01,713,43,297,45,416,40,0,0,0,0,SOUTH CAROLINA,Greenville 01,715,41,51,10,300,40,415,41,0,0,0,0,74,11.03,21.97,9.26,0.0,0.0,0.0,2.37,0.73,1.2,703
67,45,450231001336,Simpsonville,29681,1,0,0,0,elementary,Plain Elementary,152,-2,-2,848,1,1,0,6,3,3,63,27,36,122,69,53,609,306,303,2,1,1,45,25,20,48.9,SOUTH CAROLINA,Greenville 01,414,64,220,70,194,50,0,0,0,0,SOUTH CAROLINA,Greenville 01,415,72,76,50,221,70,194,70,0,0,0,0,16,1.93,6.72,1.0,0.0,0.0,0.0,6.72,0.0,4.0,845
68,45,450231000512,Pelzer,29669,1,0,0,0,elementary,Fork Shoals Elementary,129,-2,-2,728,2,0,2,6,3,3,61,28,33,84,46,38,556,280,276,0,0,0,19,10,9,40.7,SOUTH CAROLINA,Greenville 01,375,52,200,55,175,45,0,0,0,0,SOUTH CAROLINA,Greenville 01,375,55,55,30,200,50,175,55,0,0,0,0,10,1.38,4.55,0.72,0.0,0.0,0.0,6.32,6.78,0.0,735
69,45,450231000509,Greenville,29607,1,0,0,0,elementary,East North Street Academy,107,-2,-2,687,8,7,1,11,5,6,159,84,75,314,166,148,156,78,78,0,0,0,39,18,21,49.0,SOUTH CAROLINA,Greenville 01,308,42,142,45,166,35,0,0,0,0,SOUTH CAROLINA,Greenville 01,308,51,65,40,142,55,166,45,0,0,0,0,45,6.58,10.03,2.53,11.29,0.0,0.0,3.96,1.01,3.68,690
70,45,450231000506,Greenville,29617,1,0,0,0,elementary,Duncan Chapel Elementary,140,-2,-2,688,2,0,2,7,4,3,187,91,96,189,108,81,261,136,125,0,0,0,42,24,18,45.0,SOUTH CAROLINA,Greenville 01,283,39,139,40,144,30,0,0,0,0,SOUTH CAROLINA,Greenville 01,285,53,60,35,139,50,146,50,0,0,0,0,61,9.04,19.15,5.49,0.0,0.0,0.0,3.49,0.96,0.7,688
71,45,450231000503,Greer,29651,1,0,0,0,elementary,Crestview Elementary,117,-2,-2,690,4,2,2,7,1,6,95,43,52,158,88,70,396,207,189,0,0,0,30,17,13,38.8,SOUTH CAROLINA,Greenville 01,291,36,153,40,138,25,0,0,0,0,SOUTH CAROLINA,Greenville 01,294,42,50,25,154,40,140,40,0,0,0,0,42,6.18,10.19,2.86,0.0,9.99,0.0,3.56,2.6,6.77,687
72,45,450231000501,Greenville,29607,1,0,0,0,elementary,Sara Collins Elementary,141,-2,-2,834,0,0,0,12,8,4,53,24,29,231,122,109,513,250,263,4,1,3,21,10,11,49.8,SOUTH CAROLINA,Greenville 01,405,58,214,60,191,50,0,0,0,0,SOUTH CAROLINA,Greenville 01,408,64,80,30,214,60,194,65,0,0,0,0,38,4.61,10.3,1.97,0.0,7.81,0.0,5.23,2.03,0.0,840
73,45,450231000500,Piedmont,29673,1,0,0,0,elementary,Sue Cleveland Elementary,111,-2,-2,618,7,2,5,1,1,0,27,12,15,277,128,149,264,150,114,0,0,0,42,25,17,41.5,SOUTH CAROLINA,Greenville 01,299,34,145,35,154,30,0,0,0,0,SOUTH CAROLINA,Greenville 01,300,38,40,30,145,35,155,35,0,0,0,0,40,6.5,9.52,4.56,0.0,0.0,0.0,2.09,0.0,1.02,621
74,45,450231000498,Simpsonville,29681,1,0,0,0,elementary,Bryson Elementary,152,-2,-2,881,2,0,2,10,8,2,131,66,65,217,104,113,479,237,242,1,0,1,41,24,17,48.7,SOUTH CAROLINA,Greenville 01,435,49,204,55,231,40,0,0,0,0,SOUTH CAROLINA,Greenville 01,437,54,60,35,205,55,232,50,0,0,0,0,12,1.38,2.86,0.84,0.0,0.0,0.0,3.4,0.0,4.86,880
75,45,450231000497,Taylors,29687,1,0,0,0,elementary,Brushy Creek Elementary,148,-2,-2,877,4,4,0,47,16,31,85,41,44,129,62,67,572,283,289,2,1,1,38,17,21,48.3,SOUTH CAROLINA,Greenville 01,456,64,241,70,215,55,0,0,0,0,SOUTH CAROLINA,Greenville 01,458,69,75,50,242,70,216,65,0,0,0,0,21,2.42,4.88,1.94,0.0,0.0,0.0,2.52,3.17,0.0,880
76,45,450231001551,Greenville,29601,1,0,0,0,elementary,A.J. Whittenburg Elementary,87,-2,-2,561,2,1,1,5,1,4,55,30,25,273,134,139,179,117,62,2,1,1,45,24,21,30.5,SOUTH CAROLINA,Greenville 01,235,54,111,55,124,45,0,0,0,0,SOUTH CAROLINA,Greenville 01,236,62,80,45,111,55,125,65,0,0,0,0,21,3.77,5.51,2.26,0.0,0.0,0.0,2.44,0.0,1.61,563
77,45,450231000496,Greenville,29605,1,0,0,0,elementary,Blythe Academy,176,-2,-2,939,1,0,1,9,2,7,169,94,75,371,174,197,339,158,181,8,5,3,42,20,22,56.8,SOUTH CAROLINA,Greenville 01,368,50,197,55,171,40,0,0,0,0,SOUTH CAROLINA,Greenville 01,370,52,80,25,197,55,173,45,0,0,0,0,53,5.75,9.29,3.3,0.0,0.0,0.0,2.82,1.12,1.41,936
78,45,450231000495,Simpsonville,29681,1,0,0,0,elementary,Bethel Elementary,163,-2,-2,968,4,2,2,42,17,25,95,48,47,214,102,112,572,275,297,1,0,1,40,16,24,53.3,SOUTH CAROLINA,Greenville 01,500,56,260,60,240,45,0,0,0,0,SOUTH CAROLINA,Greenville 01,503,63,70,35,261,65,242,60,0,0,0,0,24,2.52,3.76,1.79,5.08,0.0,0.0,2.1,0.0,5.2,971
79,45,450231000494,Greenville,29617,1,0,0,0,elementary,Berea Elementary,69,-2,-2,450,2,2,0,6,4,2,190,97,93,100,60,40,124,67,57,0,0,0,28,17,11,36.6,SOUTH CAROLINA,Greenville 01,228,38,95,45,133,30,0,0,0,0,SOUTH CAROLINA,Greenville 01,231,48,55,20,96,45,135,45,0,0,0,0,19,4.25,9.0,4.92,0.0,0.0,0.0,1.83,0.43,0.0,451
80,45,450231000492,Greenville,29605,1,0,0,0,elementary,Augusta Circle Elementary,108,-2,-2,532,0,0,0,1,0,1,6,2,4,64,33,31,452,231,221,0,0,0,9,5,4,31.2,SOUTH CAROLINA,Greenville 01,250,73,124,75,126,65,0,0,0,0,SOUTH CAROLINA,Greenville 01,250,75,80,30,124,75,126,70,0,0,0,0,22,4.26,16.95,1.36,0.0,0.0,0.0,12.46,0.0,33.93,532
81,45,450231000490,Greenville,29617,1,0,0,0,elementary,Armstrong Elementary,75,-2,-2,413,4,2,2,11,6,5,105,53,52,101,54,47,160,80,80,0,0,0,32,18,14,31.0,SOUTH CAROLINA,Greenville 01,183,35,86,40,97,35,0,0,0,0,SOUTH CAROLINA,Greenville 01,186,40,45,30,86,45,100,35,0,0,0,0,66,16.18,31.0,11.76,0.0,0.0,0.0,2.64,0.86,1.5,415
82,45,450231000489,Taylors,29687,1,0,0,0,elementary,Brook Glenn Elementary,71,-2,-2,438,5,2,3,22,11,11,117,65,52,85,45,40,169,83,86,0,0,0,40,22,18,29.1,SOUTH CAROLINA,Greenville 01,210,46,101,50,109,35,0,0,0,0,SOUTH CAROLINA,Greenville 01,212,57,65,20,102,55,110,55,0,0,0,0,27,6.14,12.5,3.43,0.0,0.0,0.0,3.64,1.04,4.07,440
83,45,450231000488,Greenville,29611,1,0,0,0,elementary,Alexander Elementary,78,-2,-2,451,4,3,1,1,1,0,260,150,110,102,50,52,64,39,25,4,3,1,16,8,8,35.0,SOUTH CAROLINA,Greenville 01,192,15,81,20,111,15,0,0,0,0,SOUTH CAROLINA,Greenville 01,195,35,20,20,81,30,114,35,0,0,0,0,28,6.24,11.65,11.94,0.0,0.0,0.0,0.98,0.2,1.05,451
84,45,450231000460,Greenville,29606,0,0,1,0,high_school,Greenville Technical Charter High,-2,-2,89,406,0,0,0,11,3,8,46,23,23,64,25,39,275,145,130,0,0,0,10,1,9,28.5,SOUTH CAROLINA,Greenville 01,66,90,32,80,34,90,12,50,39,90,SOUTH CAROLINA,Greenville 01,60,90,90,50,31,90,29,80,13,50,34,90,18,4.65,10.0,4.65,0.0,0.0,0.0,2.15,0.0,0.0,412
85,45,450231000459,Greer,29650,0,1,0,0,middle,Riverside Middle,-2,399,-2,1166,3,3,0,77,37,40,112,56,56,122,63,59,801,413,388,1,0,1,50,32,18,64.5,SOUTH CAROLINA,Greenville 01,1149,68,564,71,585,64,0,0,0,0,SOUTH CAROLINA,Greenville 01,1161,67,72,35,569,70,592,64,0,0,0,0,72,6.43,17.09,4.82,0.0,0.0,0.0,3.55,1.36,3.53,1164
86,45,450231000455,Simpsonville,29681,0,1,0,0,middle,Mauldin Middle,-2,394,-2,1025,2,1,1,38,15,23,85,52,33,214,113,101,629,321,308,1,0,1,56,27,29,60.4,SOUTH CAROLINA,Greenville 01,1024,48,504,53,520,43,0,0,0,0,SOUTH CAROLINA,Greenville 01,1027,42,53,15,505,44,522,41,0,0,0,0,94,9.55,17.62,6.5,0.0,0.83,0.0,2.71,0.77,3.62,1025
87,45,450231000449,Greer,29651,1,0,0,0,elementary,Chandler Creek Elementary,183,-2,-2,1016,5,2,3,6,3,3,262,129,133,209,109,100,487,264,223,0,0,0,47,23,24,64.6,SOUTH CAROLINA,Greenville 01,476,40,212,45,264,35,0,0,0,0,SOUTH CAROLINA,Greenville 01,481,53,60,30,214,50,267,50,0,0,0,0,29,2.94,5.71,1.76,0.0,28.41,0.0,3.24,1.84,0.0,1017
88,45,450231000114,Simpsonville,29681,1,0,0,0,elementary,Oakview Elementary,175,-2,-2,944,8,4,4,78,36,42,41,19,22,87,46,41,692,344,348,0,0,0,38,13,25,54.5,SOUTH CAROLINA,Greenville 01,487,77,252,75,235,75,0,0,0,0,SOUTH CAROLINA,Greenville 01,487,75,80,40,252,70,235,80,0,0,0,0,16,1.72,6.74,1.49,0.0,0.0,0.0,4.52,0.0,0.0,960
89,45,450231000049,Travelers Rest,29690,1,0,0,0,elementary,Heritage Elementary,104,-2,-2,670,1,0,1,6,4,2,17,9,8,60,36,24,569,277,292,1,0,1,16,7,9,39.1,SOUTH CAROLINA,Greenville 01,323,40,186,45,137,30,0,0,0,0,SOUTH CAROLINA,Greenville 01,323,47,45,21,186,50,137,40,0,0,0,0,25,3.78,3.28,4.14,0.0,0.0,0.0,0.79,0.0,0.0,671
